title,title_type,genre,runtime,mpaa_rating,thtr_rel_year,thtr_rel_month,thtr_rel_day,imdb_rating,imdb_num_votes,critics_rating,critics_score,audience_rating,audience_score,best_pic_nom,best_pic_win,best_actor_win,best_actress_win,best_dir_win,top200_box,director,imdb_url,rt_url
The Football Factory,Feature Film,Documentary,91.0,R,2004.0,5.0,14.0,6.9,23201,Rotten,20.0,Upright,84.0,no,no,no,no,no,no,Nick Love,http://www.imdb.com/title/tt0385705/,//www.rottentomatoes.com/m/1153907-football_factory/
Bamboozled,Feature Film,Drama,135.0,R,2000.0,10.0,6.0,6.4,8604,Rotten,48.0,Upright,74.0,no,no,no,no,no,no,Spike Lee,http://www.imdb.com/title/tt0215545/,//www.rottentomatoes.com/m/bamboozled/
The Sure Thing,Feature Film,Comedy,100.0,PG-13,1985.0,3.0,1.0,7.0,14949,Fresh,87.0,Upright,79.0,no,no,no,no,no,no,Rob Reiner,http://www.imdb.com/title/tt0090103/,//www.rottentomatoes.com/m/sure_thing/
The Slaughter Rule,Feature Film,Drama,112.0,R,2002.0,1.0,11.0,6.1,1995,Fresh,73.0,Spilled,44.0,no,no,no,no,no,no,Alex Smith,http://www.imdb.com/title/tt0266971/,//www.rottentomatoes.com/m/slaughter_rule/
Rise of the Footsoldier,Feature Film,Action & Adventure,119.0,R,2007.0,9.0,7.0,6.9,15806,Rotten,14.0,Upright,84.0,no,no,no,no,no,no,Julian Gilbey,http://www.imdb.com/title/tt0901507/,//www.rottentomatoes.com/m/rise-of-the-footsoldier/
Hollywood Homicide,Feature Film,Action & Adventure,116.0,PG-13,2003.0,6.0,13.0,5.3,30694,Rotten,30.0,Spilled,27.0,no,no,no,no,no,no,Ron Shelton,http://www.imdb.com/title/tt0329717/,//www.rottentomatoes.com/m/hollywood_homicide/
Morning Glory,Feature Film,Comedy,107.0,PG-13,2010.0,11.0,10.0,6.5,56888,Rotten,56.0,Spilled,51.0,no,no,no,yes,no,no,Roger Michell,http://www.imdb.com/title/tt1126618/,//www.rottentomatoes.com/m/morning-glory-2010/
11'09''01 - September 11,Feature Film,Drama,134.0,Unrated,2002.0,9.0,11.0,7.0,4821,Certified Fresh,78.0,Upright,64.0,no,no,yes,no,no,no,Samira Makhmalbaf,http://www.imdb.com/title/tt0328802/,//www.rottentomatoes.com/m/september_11/
Clownhouse,Feature Film,Horror,81.0,R,1989.0,6.0,1.0,5.8,3145,Rotten,40.0,Spilled,41.0,no,no,no,no,no,no,Victor Salva,http://www.imdb.com/title/tt0094886/,//www.rottentomatoes.com/m/clownhouse/
Rampart,Feature Film,Drama,108.0,R,2012.0,2.0,10.0,5.8,19115,Certified Fresh,74.0,Spilled,35.0,no,no,no,no,no,no,Oren Moverman,http://www.imdb.com/title/tt1640548/,//www.rottentomatoes.com/m/rampart_2010/
Cashback,Feature Film,Drama,102.0,R,2007.0,4.0,20.0,7.2,70994,Rotten,46.0,Upright,78.0,no,no,no,no,no,no,Sean Ellis,http://www.imdb.com/title/tt0460740/,//www.rottentomatoes.com/m/cashback/
The Host,Feature Film,Drama,120.0,R,2007.0,3.0,9.0,7.0,66233,Certified Fresh,92.0,Upright,72.0,no,no,no,no,no,no,Bong Joon-ho,http://www.imdb.com/title/tt0468492/,//www.rottentomatoes.com/m/the_host_2007/
Aspen Extreme,Feature Film,Drama,113.0,PG-13,1993.0,1.0,22.0,5.8,2295,Rotten,22.0,Upright,66.0,no,no,no,no,no,no,Patrick Hasburgh,http://www.imdb.com/title/tt0106315/,//www.rottentomatoes.com/m/aspen_extreme/
Nomads,Feature Film,Drama,91.0,R,1986.0,3.0,7.0,5.5,2698,Rotten,13.0,Spilled,37.0,no,no,no,no,no,no,John McTiernan,http://www.imdb.com/title/tt0091647/,//www.rottentomatoes.com/m/nomads/
Deconstructing Harry,Feature Film,Comedy,96.0,R,1997.0,12.0,12.0,7.4,34652,Fresh,71.0,Upright,82.0,no,no,no,no,yes,no,Woody Allen,http://www.imdb.com/title/tt0118954/,//www.rottentomatoes.com/m/deconstructing_harry/
The End of America,Documentary,Documentary,,Unrated,2008.0,10.0,1.0,7.5,739,Fresh,80.0,Upright,72.0,no,no,no,no,no,no,Anne Sundberg,http://www.imdb.com/title/tt1294790/,//www.rottentomatoes.com/m/end_of_america/
Hot Shots! Part Deux,Feature Film,Action & Adventure,86.0,PG-13,1993.0,5.0,21.0,6.6,64489,Rotten,59.0,Upright,63.0,no,no,no,no,no,no,Jim Abrahams,http://www.imdb.com/title/tt0107144/,//www.rottentomatoes.com/m/hot_shots_part_deux/
Control,Feature Film,Musical & Performing Arts,122.0,R,2007.0,5.0,17.0,7.8,49985,Certified Fresh,87.0,Upright,89.0,no,no,no,no,no,no,Hanne Myren,http://www.imdb.com/title/tt0421082/,//www.rottentomatoes.com/m/control/
Lassie,Feature Film,Action & Adventure,94.0,PG,1994.0,7.0,22.0,5.8,3649,Fresh,87.0,Spilled,56.0,no,no,no,no,no,no,Daniel Petrie,http://www.imdb.com/title/tt0110305/,//www.rottentomatoes.com/m/1053155-lassie/
What Richard Did,Feature Film,Drama,88.0,Unrated,2013.0,5.0,10.0,6.3,3359,Fresh,93.0,Upright,62.0,no,no,no,no,no,no,Lenny Abrahamson,http://www.imdb.com/title/tt2092011/,//www.rottentomatoes.com/m/what_richard_did/
Emperor,Feature Film,Mystery & Suspense,105.0,PG-13,2013.0,3.0,8.0,6.5,10020,Rotten,31.0,Spilled,46.0,no,no,no,no,no,no,Peter Webber,http://www.imdb.com/title/tt2103264/,//www.rottentomatoes.com/m/emperor_2012/
Hereafter,Feature Film,Mystery & Suspense,129.0,PG-13,2010.0,10.0,22.0,6.5,78726,Rotten,46.0,Spilled,38.0,no,no,no,no,yes,no,Clint Eastwood,http://www.imdb.com/title/tt1212419/,//www.rottentomatoes.com/m/hereafter/
Aladdin,Feature Film,Action & Adventure,90.0,G,1992.0,11.0,11.0,8.0,246907,Certified Fresh,94.0,Upright,92.0,no,no,no,no,no,yes,John Musker,http://www.imdb.com/title/tt0103639/,//www.rottentomatoes.com/m/1042582-aladdin/
The King of Comedy,Feature Film,Drama,109.0,PG,1983.0,1.0,1.0,7.8,49374,Certified Fresh,89.0,Upright,89.0,no,no,yes,no,yes,no,Martin Scorsese,http://www.imdb.com/title/tt0085794/,//www.rottentomatoes.com/m/1011623-king_of_comedy/
Bound,Feature Film,Mystery & Suspense,108.0,R,1996.0,10.0,4.0,7.4,40001,Fresh,92.0,Upright,82.0,no,no,no,no,no,no,Larry Wachowski,http://www.imdb.com/title/tt0115736/,//www.rottentomatoes.com/m/bound/
The Pact,Feature Film,Horror,89.0,R,2012.0,7.0,6.0,5.8,18670,Fresh,65.0,Spilled,41.0,no,no,no,no,no,no,Nicholas McCarthy,http://www.imdb.com/title/tt2040560/,//www.rottentomatoes.com/m/the_pact_2012/
Electric Dreams,Feature Film,Drama,95.0,PG,1984.0,7.0,20.0,6.5,5149,Rotten,47.0,Upright,72.0,no,no,no,no,no,no,Steve Barron,http://www.imdb.com/title/tt0087197/,//www.rottentomatoes.com/m/1006510-electric_dreams/
Bull Durham,Feature Film,Drama,108.0,R,1988.0,6.0,15.0,7.1,35577,Certified Fresh,97.0,Upright,83.0,no,no,no,yes,no,no,Ron Shelton,http://www.imdb.com/title/tt0094812/,//www.rottentomatoes.com/m/bull_durham/
Man on Wire,Documentary,Documentary,94.0,PG-13,2008.0,1.0,22.0,7.9,38076,Certified Fresh,100.0,Upright,87.0,no,no,no,no,no,no,James Marsh,http://www.imdb.com/title/tt1155592/,//www.rottentomatoes.com/m/man_on_wire/
Epic Movie,Feature Film,Action & Adventure,86.0,R,2007.0,1.0,26.0,2.3,87652,Rotten,2.0,Spilled,29.0,no,no,no,no,no,no,Aaron Seltzer,http://www.imdb.com/title/tt0799949/,//www.rottentomatoes.com/m/epic_movie/
Below,Feature Film,Mystery & Suspense,105.0,R,2002.0,10.0,11.0,6.2,17329,Fresh,63.0,Spilled,45.0,no,no,no,no,no,no,David Twohy,http://www.imdb.com/title/tt0276816/,//www.rottentomatoes.com/m/below/
The Captive,Feature Film,Mystery & Suspense,112.0,R,2014.0,12.0,9.0,5.9,16511,Rotten,31.0,Spilled,34.0,no,no,no,no,no,no,Atom Egoyan,http://www.imdb.com/title/tt2326612/,//www.rottentomatoes.com/m/the_captive_2014/
The Saddest Music in the World,Feature Film,Drama,100.0,R,2004.0,4.0,30.0,7.2,5002,Certified Fresh,78.0,Upright,79.0,no,no,no,no,no,no,Guy Maddin,http://www.imdb.com/title/tt0366996/,//www.rottentomatoes.com/m/saddest_music_in_the_world/
"The Godfather, Part II",Feature Film,Mystery & Suspense,202.0,R,1974.0,12.0,20.0,9.0,749783,Certified Fresh,97.0,Upright,97.0,yes,yes,yes,yes,yes,no,Francis Ford Coppola,http://www.imdb.com/title/tt0071562/,//www.rottentomatoes.com/m/godfather_part_ii/
Phantom of the Paradise,Feature Film,Horror,92.0,PG,1974.0,10.0,31.0,7.4,10599,Fresh,95.0,Upright,84.0,no,no,no,no,no,no,Brian DePalma,http://www.imdb.com/title/tt0071994/,//www.rottentomatoes.com/m/phantom_of_the_paradise/
Twenty Bucks,Feature Film,Drama,91.0,R,1993.0,1.0,1.0,6.4,3101,Fresh,75.0,Upright,63.0,no,no,no,no,no,no,Keva Rosenfeld,http://www.imdb.com/title/tt0108410/,//www.rottentomatoes.com/m/twenty_bucks/
Alaska,Feature Film,Action & Adventure,109.0,PG,1996.0,8.0,14.0,5.7,4180,Rotten,18.0,Spilled,44.0,no,no,yes,no,no,no,Fraser Clarke Heston,http://www.imdb.com/title/tt0115493/,//www.rottentomatoes.com/m/1072833-alaska/
Running on Empty,Feature Film,Musical & Performing Arts,116.0,PG-13,1988.0,9.0,7.0,7.7,9904,Fresh,85.0,Upright,68.0,no,no,no,no,no,no,Sidney Lumet,http://www.imdb.com/title/tt0096018/,//www.rottentomatoes.com/m/running_on_empty/
Godzilla Vs Mechagodzilla,Feature Film,Art House & International,84.0,PG,1974.0,3.0,21.0,6.3,3428,Fresh,67.0,Upright,61.0,no,no,no,no,no,no,Jun Fukuda,http://www.imdb.com/title/tt0071565/,//www.rottentomatoes.com/m/godzilla_vs_mechagodzilla/
49 Up,Documentary,Documentary,180.0,Unrated,2006.0,10.0,6.0,8.2,2056,Certified Fresh,95.0,Upright,86.0,no,no,no,no,no,no,Michael Apted,http://www.imdb.com/title/tt0473434/,//www.rottentomatoes.com/m/49_up/
This is 40,Feature Film,Comedy,134.0,R,2012.0,12.0,21.0,6.2,100447,Rotten,51.0,Spilled,50.0,no,no,no,no,no,no,Judd Apatow,http://www.imdb.com/title/tt1758830/,//www.rottentomatoes.com/m/this_is_40/
Fair Game,Feature Film,Drama,108.0,PG-13,2010.0,11.0,5.0,6.8,37506,Certified Fresh,79.0,Upright,65.0,no,no,yes,no,no,no,Doug Liman,http://www.imdb.com/title/tt0977855/,//www.rottentomatoes.com/m/fair-game-2010/
Hercules,Feature Film,Action & Adventure,98.0,PG-13,2014.0,7.0,25.0,6.0,109633,Fresh,60.0,Spilled,49.0,no,no,no,no,no,no,Brett Ratner,http://www.imdb.com/title/tt1267297/,//www.rottentomatoes.com/m/hercules_the_thracian_wars/
Max Manus: Man of War,Feature Film,Drama,118.0,Unrated,2010.0,9.0,3.0,7.3,21443,Fresh,80.0,Upright,83.0,no,no,no,no,no,no,Joachim Roenning,http://www.imdb.com/title/tt1029235/,//www.rottentomatoes.com/m/max_manus_man_of_war/
Curdled,Feature Film,Drama,88.0,R,1996.0,9.0,6.0,5.9,4031,Rotten,17.0,Spilled,57.0,no,no,no,no,no,no,Reb Braddock,http://www.imdb.com/title/tt0115994/,//www.rottentomatoes.com/m/curdled/
The Omen,Feature Film,Mystery & Suspense,110.0,R,2006.0,6.0,6.0,5.5,47692,Rotten,27.0,Spilled,40.0,no,no,no,no,no,no,John Moore,http://www.imdb.com/title/tt0466909/,//www.rottentomatoes.com/m/omen/
A Night at the Roxbury,Feature Film,Comedy,82.0,PG-13,1998.0,10.0,2.0,6.2,47343,Rotten,11.0,Upright,69.0,no,no,no,no,no,no,Amy Heckerling,http://www.imdb.com/title/tt0120770/,//www.rottentomatoes.com/m/night_at_the_roxbury/
Tank Girl,Feature Film,Action & Adventure,104.0,R,1995.0,3.0,1.0,5.2,24084,Rotten,38.0,Upright,63.0,no,no,no,no,no,no,Rachel Talalay,http://www.imdb.com/title/tt0114614/,//www.rottentomatoes.com/m/tank_girl/
Missing,Feature Film,Mystery & Suspense,122.0,PG,1982.0,2.0,12.0,7.8,13215,Fresh,96.0,Upright,85.0,yes,no,yes,yes,no,no,Costa-Gavras,http://www.imdb.com/title/tt0084335/,//www.rottentomatoes.com/m/1014007-missing/
Point Break,Feature Film,Mystery & Suspense,122.0,R,1991.0,7.0,12.0,7.2,105982,Fresh,68.0,Upright,79.0,no,no,no,no,yes,no,Kathryn Bigelow,http://www.imdb.com/title/tt0102685/,//www.rottentomatoes.com/m/point_break/
Shall We Dance,Feature Film,Drama,106.0,PG-13,2004.0,10.0,15.0,6.1,34461,Rotten,46.0,Spilled,57.0,no,no,no,yes,no,no,Peter Chelsom,http://www.imdb.com/title/tt0358135/,//www.rottentomatoes.com/m/shall_we_dance/
Malibu's Most Wanted,Feature Film,Comedy,86.0,PG-13,2003.0,4.0,18.0,5.1,15714,Rotten,31.0,Spilled,53.0,no,no,no,no,no,no,John Whitesell,http://www.imdb.com/title/tt0328099/,//www.rottentomatoes.com/m/malibus_most_wanted/
The Evening Star,Feature Film,Drama,129.0,PG-13,1996.0,6.0,1.0,5.8,3358,Rotten,23.0,Upright,65.0,no,no,no,yes,no,no,Robert Harling,http://www.imdb.com/title/tt0116240/,//www.rottentomatoes.com/m/evening_star/
Cloud Atlas,Feature Film,Drama,172.0,R,2012.0,10.0,26.0,7.5,275125,Fresh,66.0,Upright,66.0,no,no,yes,yes,no,no,Tom Tykwer,http://www.imdb.com/title/tt1371111/,//www.rottentomatoes.com/m/cloud_atlas_2012/
Fire Down Below,Feature Film,Action & Adventure,105.0,R,1997.0,9.0,5.0,4.9,13280,Rotten,11.0,Spilled,35.0,no,no,no,no,no,no,Harry Dean Stanton,http://www.imdb.com/title/tt0119123/,//www.rottentomatoes.com/m/1078038-fire_down_below/
The Five Heartbeats,Feature Film,Musical & Performing Arts,121.0,R,1991.0,3.0,29.0,7.5,2551,Rotten,38.0,Upright,95.0,no,no,no,no,no,no,Robert Townsend,http://www.imdb.com/title/tt0101891/,//www.rottentomatoes.com/m/five_heartbeats/
Porky's Revenge,Feature Film,Art House & International,92.0,R,1985.0,3.0,22.0,4.6,5863,Rotten,27.0,Spilled,33.0,no,no,no,no,no,no,James Komack,http://www.imdb.com/title/tt0089826/,//www.rottentomatoes.com/m/porkys_revenge/
Disaster Movie,Feature Film,Comedy,87.0,PG-13,2008.0,8.0,29.0,1.9,73219,Rotten,1.0,Spilled,19.0,no,no,no,no,no,no,Aaron Seltzer,http://www.imdb.com/title/tt1213644/,//www.rottentomatoes.com/m/disaster_movie/
Teen Wolf Too,Feature Film,Science Fiction & Fantasy,95.0,PG,1987.0,11.0,20.0,3.1,8319,Rotten,7.0,Spilled,17.0,no,no,no,no,no,no,Christopher Leitch,http://www.imdb.com/title/tt0094118/,//www.rottentomatoes.com/m/teen_wolf_too/
The Fighter,Feature Film,Other,116.0,R,2010.0,12.0,10.0,7.9,265725,Certified Fresh,90.0,Upright,89.0,yes,no,no,no,no,no,David O. Russell,http://www.imdb.com/title/tt0964517/,//www.rottentomatoes.com/m/the-fighter/
A Little Romance,Feature Film,Drama,110.0,PG,1979.0,4.0,27.0,7.5,3859,Fresh,72.0,Upright,86.0,no,no,yes,no,yes,no,George Roy Hill,http://www.imdb.com/title/tt0079477/,//www.rottentomatoes.com/m/1012506-little_romance/
First Knight,Feature Film,Drama,134.0,PG-13,1995.0,7.0,7.0,5.9,53535,Rotten,47.0,Spilled,55.0,no,no,no,no,no,no,Jerry Zucker,http://www.imdb.com/title/tt0113071/,//www.rottentomatoes.com/m/first_knight/
Tabloid,Documentary,Documentary,87.0,R,2011.0,7.0,15.0,7.1,4907,Certified Fresh,91.0,Upright,72.0,no,no,no,no,no,no,Errol Morris,http://www.imdb.com/title/tt1704619/,//www.rottentomatoes.com/m/tabloid_2010/
The Hurt Locker,Feature Film,Drama,131.0,R,2009.0,6.0,26.0,7.6,318019,Certified Fresh,98.0,Upright,84.0,no,yes,no,no,yes,no,Kathryn Bigelow,http://www.imdb.com/title/tt0887912/,//www.rottentomatoes.com/m/hurt_locker/
Benda Bilili!,Documentary,Documentary,85.0,PG-13,2011.0,9.0,30.0,7.5,679,Fresh,93.0,Upright,82.0,no,no,no,no,no,no,Florent de la Tullaye,http://www.imdb.com/title/tt1625857/,//www.rottentomatoes.com/m/benda_bilili/
Memento,Feature Film,Mystery & Suspense,113.0,R,2000.0,9.0,5.0,8.5,806911,Certified Fresh,92.0,Upright,94.0,no,no,no,no,no,no,Christopher Nolan,http://www.imdb.com/title/tt0209144/,//www.rottentomatoes.com/m/memento/
A Prayer for the Dying,Feature Film,Drama,107.0,R,1987.0,9.0,1.0,6.4,3342,Fresh,63.0,Spilled,55.0,no,no,no,no,no,no,Mike Hodges,http://www.imdb.com/title/tt0093771/,//www.rottentomatoes.com/m/a_prayer_for_the_dying/
Jonestown: The Life and Death of Peoples Temple,Documentary,Documentary,86.0,Unrated,2006.0,10.0,20.0,7.9,3649,Certified Fresh,94.0,Upright,88.0,no,no,no,no,no,no,Stanley Nelson,http://www.imdb.com/title/tt0762111/,//www.rottentomatoes.com/m/jonestown_the_life_and_death_of_peoples_temple/
So I Married an Axe Murderer,Feature Film,Comedy,93.0,PG-13,1993.0,7.0,30.0,6.4,27417,Rotten,55.0,Upright,68.0,no,no,no,no,no,no,Thomas Schlamme,http://www.imdb.com/title/tt0108174/,//www.rottentomatoes.com/m/so_i_married_an_axe_murderer/
Ziggy Stardust and the Spiders from Mars,Documentary,Documentary,90.0,PG,1973.0,12.0,1.0,7.5,1815,Fresh,71.0,Upright,89.0,no,no,no,no,no,no,D.A. Pennebaker,http://www.imdb.com/title/tt0086643/,//www.rottentomatoes.com/m/ziggy_stardust_and_the_spiders_from_mars_1973/
Conversations With Other Women,Feature Film,Drama,84.0,R,2006.0,8.0,11.0,7.1,9939,Fresh,74.0,Upright,76.0,no,no,no,no,no,no,Hans Canosa,http://www.imdb.com/title/tt0435623/,//www.rottentomatoes.com/m/conversations_with_other_women/
Sleepwalking,Feature Film,Drama,101.0,R,2008.0,1.0,22.0,6.2,4857,Rotten,17.0,Spilled,43.0,no,no,no,yes,no,no,Bill Maher,http://www.imdb.com/title/tt0888693/,//www.rottentomatoes.com/m/sleepwalking/
"Next Stop, Greenwich Village",Feature Film,Drama,111.0,R,1976.0,2.0,4.0,6.9,1428,Fresh,73.0,Upright,62.0,no,no,no,no,no,no,Paul Mazursky,http://www.imdb.com/title/tt0074963/,//www.rottentomatoes.com/m/next_stop_greenwich_village/
Dream House,Feature Film,Mystery & Suspense,92.0,PG-13,2011.0,9.0,30.0,5.9,44248,Rotten,6.0,Spilled,36.0,no,no,no,no,no,no,Jim Sheridan,http://www.imdb.com/title/tt1462041/,//www.rottentomatoes.com/m/dream_house_2011/
Resurrecting the Champ,Feature Film,Drama,112.0,PG-13,2007.0,8.0,24.0,6.8,18141,Fresh,60.0,Upright,60.0,no,no,no,no,no,no,Rod Lurie,http://www.imdb.com/title/tt0416185/,//www.rottentomatoes.com/m/resurrecting_the_champ/
The Help,Feature Film,Drama,146.0,PG-13,2011.0,8.0,10.0,8.1,303529,Certified Fresh,76.0,Upright,89.0,yes,no,no,no,no,no,Tate Taylor,http://www.imdb.com/title/tt1454029/,//www.rottentomatoes.com/m/the_help/
A Scanner Darkly,Feature Film,Drama,100.0,R,2006.0,7.0,28.0,7.1,86953,Fresh,69.0,Upright,74.0,no,no,no,no,no,no,Richard Linklater,http://www.imdb.com/title/tt0405296/,//www.rottentomatoes.com/m/scanner_darkly/
Hard Candy,Feature Film,Drama,104.0,R,2006.0,4.0,14.0,7.1,128361,Fresh,68.0,Upright,78.0,no,no,no,no,no,no,David Slade,http://www.imdb.com/title/tt0424136/,//www.rottentomatoes.com/m/hard_candy/
This Is the End,Feature Film,Drama,107.0,R,2013.0,6.0,12.0,6.7,297034,Certified Fresh,83.0,Upright,71.0,no,no,no,no,no,no,Seth Rogen,http://www.imdb.com/title/tt1245492/,//www.rottentomatoes.com/m/this_is_the_end/
Longtime Companion,Feature Film,Drama,96.0,R,1990.0,5.0,11.0,7.6,4143,Fresh,100.0,Upright,82.0,no,no,no,no,no,no,Norman Rene,http://www.imdb.com/title/tt0100049/,//www.rottentomatoes.com/m/longtime_companion/
The Last Lions,Documentary,Documentary,88.0,PG,2011.0,2.0,18.0,8.4,3128,Fresh,87.0,Upright,89.0,no,no,yes,no,no,no,Dereck Joubert,http://www.imdb.com/title/tt1692928/,//www.rottentomatoes.com/m/the_last_lions/
"Aguirre, der Zorn Gottes (Aguirre, the Wrath of God)",Feature Film,Drama,93.0,R,1972.0,12.0,29.0,8.0,36909,Fresh,98.0,Upright,91.0,no,no,no,no,no,no,Werner Herzog,http://www.imdb.com/title/tt0068182/,//www.rottentomatoes.com/m/aguirre_the_wrath_of_god/
The Main Event,Feature Film,Other,112.0,PG,1979.0,6.0,22.0,5.8,1816,Rotten,38.0,Spilled,44.0,no,no,no,no,no,no,Howard Zieff,http://www.imdb.com/title/tt0079510/,//www.rottentomatoes.com/m/1013089-main_event/
Inserts,Feature Film,Drama,117.0,NC-17,1975.0,1.0,1.0,6.4,1043,Fresh,80.0,Spilled,56.0,no,no,yes,no,no,no,John Byrum,http://www.imdb.com/title/tt0073172/,//www.rottentomatoes.com/m/inserts/
Star Trek: Insurrection,Feature Film,Action & Adventure,103.0,PG,1998.0,12.0,11.0,6.4,54829,Rotten,55.0,Spilled,45.0,no,no,no,no,no,no,Jonathan Frakes,http://www.imdb.com/title/tt0120844/,//www.rottentomatoes.com/m/star_trek_insurrection/
Valmont,Feature Film,Drama,137.0,R,1989.0,11.0,1.0,7.0,9725,Rotten,54.0,Upright,70.0,no,no,yes,no,no,no,Milos Forman,http://www.imdb.com/title/tt0098575/,//www.rottentomatoes.com/m/valmont/
Kill Bill: Volume 2,Feature Film,Drama,137.0,R,2004.0,4.0,16.0,8.0,490295,Certified Fresh,84.0,Upright,89.0,no,no,no,no,no,no,Quentin Tarantino,http://www.imdb.com/title/tt0378194/,//www.rottentomatoes.com/m/kill_bill_volume_2/
8 Heads in a Duffel Bag,Feature Film,Comedy,95.0,R,1997.0,4.0,18.0,5.2,7881,Rotten,11.0,Spilled,35.0,no,no,no,no,no,no,Tom Schulman,http://www.imdb.com/title/tt0118541/,//www.rottentomatoes.com/m/8_heads_in_a_duffel_bag/
Meteor,Feature Film,Drama,108.0,PG,1979.0,10.0,19.0,4.9,5136,Rotten,5.0,Spilled,13.0,no,no,no,no,no,no,Ronald Neame,http://www.imdb.com/title/tt0079550/,//www.rottentomatoes.com/m/1013772-meteor/
Dance Flick,Feature Film,Action & Adventure,83.0,PG-13,2009.0,5.0,22.0,3.5,10055,Rotten,18.0,Spilled,30.0,no,no,no,no,no,no,Damien Wayans,http://www.imdb.com/title/tt1153706/,//www.rottentomatoes.com/m/dance_flick/
Stolen Summer,Feature Film,Drama,91.0,PG,2002.0,3.0,22.0,6.5,2408,Rotten,36.0,Upright,68.0,no,no,no,no,no,no,Pete Jones,http://www.imdb.com/title/tt0286162/,//www.rottentomatoes.com/m/stolen_summer/
1941,Feature Film,Action & Adventure,118.0,PG,1979.0,12.0,14.0,5.9,24472,Rotten,32.0,Spilled,49.0,no,no,no,no,yes,no,Steven Spielberg,http://www.imdb.com/title/tt0078723/,//www.rottentomatoes.com/m/1941/
Underworld: The Rise of the Lycans,Feature Film,Action & Adventure,92.0,R,2009.0,1.0,23.0,6.6,115026,Rotten,29.0,Upright,63.0,no,no,no,no,no,no,Patrick Tatopoulos,http://www.imdb.com/title/tt0834001/,//www.rottentomatoes.com/m/underworld_rise_of_the_lycans/
After Innocence,Documentary,Documentary,95.0,Unrated,2005.0,10.0,21.0,7.8,651,Certified Fresh,91.0,Upright,81.0,no,no,no,no,no,no,Jessica Sanders,http://www.imdb.com/title/tt0436039/,//www.rottentomatoes.com/m/after_innocence/
Tim and Eric's Billion Dollar Movie,Feature Film,Comedy,93.0,R,2012.0,3.0,2.0,5.3,7710,Rotten,38.0,Spilled,47.0,no,no,no,no,no,no,Tim Heidecker,http://www.imdb.com/title/tt1855401/,//www.rottentomatoes.com/m/tim_and_erics_billion_dollar_movie/
Mr. Jones,Feature Film,Drama,114.0,R,1993.0,10.0,8.0,5.7,5425,Rotten,46.0,Spilled,51.0,no,no,no,yes,no,no,Mike Figgis,http://www.imdb.com/title/tt0107611/,//www.rottentomatoes.com/m/mr_jones/
Goin' South,Feature Film,Other,105.0,PG,1978.0,1.0,1.0,6.3,4550,Fresh,71.0,Spilled,50.0,no,no,yes,no,no,no,Jack Nicholson,http://www.imdb.com/title/tt0077621/,//www.rottentomatoes.com/m/goin_south/
Russian Dolls (Les Poupees Russes),Feature Film,Other,125.0,Unrated,2006.0,5.0,10.0,7.0,16262,Fresh,72.0,Upright,78.0,no,no,no,no,no,no,Cedric Klapisch,http://www.imdb.com/title/tt0409184/,//www.rottentomatoes.com/m/russian_dolls/
My Flesh and Blood,Documentary,Documentary,83.0,Unrated,2003.0,11.0,28.0,8.4,1571,Fresh,90.0,Upright,93.0,no,no,no,no,no,no,Jonathan Karsh,http://www.imdb.com/title/tt0342804/,//www.rottentomatoes.com/m/my_flesh_and_blood/
Revenge of the Nerds II: Nerds in Paradise,Feature Film,Comedy,88.0,PG-13,1987.0,7.0,10.0,4.9,10271,Rotten,8.0,Spilled,35.0,no,no,no,no,no,no,Joe Roth,http://www.imdb.com/title/tt0093857/,//www.rottentomatoes.com/m/revenge_of_the_nerds_ii_nerds_in_paradise/
Hulk,Feature Film,Action & Adventure,138.0,PG-13,2003.0,6.0,20.0,5.7,204042,Fresh,61.0,Spilled,29.0,no,no,no,no,yes,no,Ang Lee,http://www.imdb.com/title/tt0286716/,//www.rottentomatoes.com/m/hulk/
Vampire in Brooklyn,Feature Film,Horror,100.0,R,1995.0,10.0,27.0,4.5,16824,Rotten,10.0,Spilled,31.0,no,no,no,no,no,no,Wes Craven,http://www.imdb.com/title/tt0114825/,//www.rottentomatoes.com/m/vampire_in_brooklyn/
George Washington,Feature Film,Art House & International,89.0,Unrated,2000.0,10.0,27.0,7.5,6061,Certified Fresh,84.0,Upright,85.0,no,no,no,no,no,no,David Green,http://www.imdb.com/title/tt0262432/,//www.rottentomatoes.com/m/1097991-george_washington/
Agent Cody Banks 2: Destination London,Feature Film,Action & Adventure,100.0,PG,2004.0,3.0,12.0,4.5,10651,Rotten,13.0,Spilled,31.0,no,no,no,no,no,no,Kevin Allen,http://www.imdb.com/title/tt0358349/,//www.rottentomatoes.com/m/agent_cody_banks_2_destination_london/
Into The Arms Of Strangers - Stories Of The Kindertransport,Documentary,Documentary,122.0,PG,2000.0,9.0,15.0,7.9,1346,Fresh,94.0,Upright,85.0,no,no,no,no,no,no,Mark Jonathan Harris,http://www.imdb.com/title/tt0248912/,//www.rottentomatoes.com/m/into_the_arms_of_strangers_stories_of_the_kindertransport/
The Take,Feature Film,Drama,96.0,R,2007.0,4.0,11.0,5.8,1886,Fresh,85.0,Spilled,49.0,no,no,no,no,no,no,Brad Furman,http://www.imdb.com/title/tt0828158/,//www.rottentomatoes.com/m/1194326-take/
